time,value
2019-01-17 00:30:00,334.0000
2019-01-17 00:35:00,342.0000
2019-01-17 00:40:00,333.0000
2019-01-17 00:45:00,329.0000
2019-01-17 00:50:00,330.0000
2019-01-17 00:55:00,321.0000
2019-01-17 01:00:00,321.0000
2019-01-17 01:05:00,315.0000
2019-01-17 01:10:00,318.0000
2019-01-17 01:15:00,322.0000
2019-01-17 01:20:00,307.0000
2019-01-17 01:25:00,322.0000
2019-01-17 01:30:00,314.0000
2019-01-17 01:35:00,330.0000
2019-01-17 01:40:00,307.0000
2019-01-17 01:45:00,312.0000
2019-01-17 01:50:00,316.0000
2019-01-17 01:55:00,347.0000
2019-01-17 02:00:00,314.0000
2019-01-17 02:05:00,311.0000
2019-01-17 02:10:00,316.0000
2019-01-17 02:15:00,306.0000
2019-01-17 02:20:00,337.0000
2019-01-17 02:25:00,307.0000
2019-01-17 02:30:00,314.0000
2019-01-17 02:35:00,314.0000
2019-01-17 02:40:00,313.0000
2019-01-17 02:45:00,335.0000
2019-01-17 02:50:00,313.0000
2019-01-17 02:55:00,311.0000
2019-01-17 03:00:00,320.0000
2019-01-17 03:05:00,333.0000
2019-01-17 03:10:00,334.0000
2019-01-17 03:15:00,303.0000
2019-01-17 03:20:00,326.0000
2019-01-17 03:25:00,321.0000
2019-01-17 03:30:00,324.0000
2019-01-17 03:35:00,320.0000
2019-01-17 03:40:00,328.0000
2019-01-17 03:45:00,307.0000
2019-01-17 03:50:00,315.0000
2019-01-17 03:55:00,326.0000
2019-01-17 04:00:00,315.0000
2019-01-17 04:05:00,319.0000
2019-01-17 04:10:00,303.0000
2019-01-17 04:15:00,317.0000
2019-01-17 04:20:00,327.0000
2019-01-17 04:25:00,318.0000
2019-01-17 04:30:00,326.0000
2019-01-17 04:35:00,304.0000
2019-01-17 04:40:00,314.0000
2019-01-17 04:45:00,329.0000
2019-01-17 04:50:00,316.0000
2019-01-17 04:55:00,324.0000
2019-01-17 05:00:00,322.0000
2019-01-17 05:05:00,335.0000
2019-01-17 05:10:00,322.0000
2019-01-17 05:15:00,323.0000
2019-01-17 05:20:00,327.0000
2019-01-17 05:25:00,323.0000
2019-01-17 05:30:00,327.0000
2019-01-17 05:35:00,329.0000
2019-01-17 05:40:00,337.0000
2019-01-17 05:45:00,334.0000
2019-01-17 05:50:00,335.0000
2019-01-17 05:55:00,335.0000
2019-01-17 06:00:00,323.0000
2019-01-17 06:05:00,310.0000
2019-01-17 06:10:00,310.0000
2019-01-17 06:15:00,328.0000
2019-01-17 06:20:00,358.0000
2019-01-17 06:25:00,327.0000
2019-01-17 06:30:00,310.0000
2019-01-17 06:35:00,321.0000
2019-01-17 06:40:00,321.0000
2019-01-17 06:45:00,314.0000
2019-01-17 06:50:00,320.0000
2019-01-17 06:55:00,313.0000
2019-01-17 07:00:00,327.0000
2019-01-17 07:05:00,317.0000
2019-01-17 07:10:00,315.0000
2019-01-17 07:15:00,321.0000
2019-01-17 07:20:00,314.0000
2019-01-17 07:25:00,329.0000
2019-01-17 07:30:00,316.0000
2019-01-17 07:35:00,327.0000
2019-01-17 07:40:00,303.0000
2019-01-17 07:45:00,314.0000
2019-01-17 07:50:00,328.0000
2019-01-17 07:55:00,315.0000
2019-01-17 08:00:00,328.0000
2019-01-17 08:05:00,300.0000
2019-01-17 08:10:00,326.0000
2019-01-17 08:15:00,314.0000
2019-01-17 08:20:00,318.0000
2019-01-17 08:25:00,323.0000
2019-01-17 08:30:00,304.0000
2019-01-17 08:35:00,319.0000
2019-01-17 08:40:00,311.0000
2019-01-17 08:45:00,328.0000
2019-01-17 08:50:00,314.0000
2019-01-17 08:55:00,304.0000
2019-01-17 09:00:00,321.0000
2019-01-17 09:05:00,316.0000
2019-01-17 09:10:00,329.0000
2019-01-17 09:15:00,311.0000
2019-01-17 09:20:00,331.0000
2019-01-17 09:25:00,317.0000
2019-01-17 09:30:00,320.0000
2019-01-17 09:35:00,408.0000
2019-01-17 09:40:00,313.0000
2019-01-17 09:45:00,321.0000
2019-01-17 09:50:00,309.0000
2019-01-17 09:55:00,339.0000
2019-01-17 10:00:00,362.0000
2019-01-17 10:05:00,350.0000
2019-01-17 10:10:00,324.0000
2019-01-17 10:15:00,336.0000
2019-01-17 10:20:00,330.0000
2019-01-17 10:25:00,324.0000
2019-01-17 10:30:00,343.0000
2019-01-17 10:35:00,324.0000
2019-01-17 10:40:00,326.0000
2019-01-17 10:45:00,331.0000
2019-01-17 10:50:00,360.0000
2019-01-17 10:55:00,8364.0000
2019-01-17 11:00:00,314.0000
2019-01-17 11:05:00,334.0000
2019-01-17 11:10:00,306.0000
2019-01-17 11:15:00,323.0000
2019-01-17 11:20:00,320.0000
2019-01-17 11:25:00,325.0000
2019-01-17 11:30:00,425.0000
2019-01-17 11:35:00,355.0000
2019-01-17 11:40:00,383.0000
2019-01-17 11:45:00,342.0000
2019-01-17 11:50:00,353.0000
2019-01-17 11:55:00,339.0000
2019-01-17 12:00:00,339.0000
2019-01-17 12:05:00,331.0000
2019-01-17 12:10:00,324.0000
2019-01-17 12:15:00,331.0000
2019-01-17 12:20:00,316.0000
2019-01-17 12:25:00,316.0000
2019-01-17 12:30:00,329.0000
2019-01-17 12:35:00,318.0000
2019-01-17 12:40:00,311.0000
2019-01-17 12:45:00,332.0000
2019-01-17 12:50:00,317.0000
2019-01-17 12:55:00,315.0000
2019-01-17 13:00:00,327.0000
2019-01-17 13:05:00,321.0000
2019-01-17 13:10:00,329.0000
2019-01-17 13:15:00,310.0000
2019-01-17 13:20:00,334.0000
2019-01-17 13:25:00,313.0000
2019-01-17 13:30:00,318.0000
2019-01-17 13:35:00,337.0000
2019-01-17 13:40:00,324.0000
2019-01-17 13:45:00,373.0000
2019-01-17 13:50:00,423.0000
2019-01-17 13:55:00,350.0000
2019-01-17 14:00:00,340.0000
2019-01-17 14:05:00,393.0000
2019-01-17 14:10:00,353.0000
2019-01-17 14:15:00,341.0000
2019-01-17 14:20:00,356.0000
2019-01-17 14:25:00,317.0000
2019-01-17 14:30:00,316.0000
2019-01-17 14:35:00,334.0000
2019-01-17 14:40:00,315.0000
2019-01-17 14:45:00,325.0000
2019-01-17 14:50:00,320.0000
2019-01-17 14:55:00,336.0000
2019-01-17 15:00:00,340.0000
2019-01-17 15:05:00,332.0000
2019-01-17 15:10:00,336.0000
2019-01-17 15:15:00,338.0000
2019-01-17 15:20:00,340.0000
2019-01-17 15:25:00,343.0000
2019-01-17 15:30:00,336.0000
2019-01-17 15:35:00,340.0000
2019-01-17 15:40:00,341.0000
2019-01-17 15:45:00,337.0000
2019-01-17 15:50:00,343.0000
2019-01-17 15:55:00,346.0000
2019-01-17 16:00:00,308.0000
2019-01-17 16:05:00,359.0000
